No,Grape,Winery,Appelation,State,Name,Year,Price,Score,Cases,Drink
58,'Cabernet Sauvingnon','Morlet','Napa Valley','California','Couer de Valee',2007,175,92,250,'now'
59,'Cabernet Sauvingnon','Penche','Napa Valley','California','Cabernet Sauvignon',2006,60,92,354,'now'
60,'Pinot Noir','Kosta Browne','Russian River Valley','California','Amber Ridge Vineyard',2008,72,95,600,'now'
61,'Pinot Noir','Kosta Browne','Russian River Valley','California','Keefer Ranch',2008,72,95,613,'now'
62,'Pinot Noir','Kosta Browne','Russian River Valley','California','Koplen Vineyard',2008,72,95,792,'now'
63,'Pinot Noir','Patz & Hall','Russian River Valley','California','Freestone Hill',2007,70,95,245,'now'
64,'Pinot Noir','Foxen','Santa Maria Valley','California','Julia''s Vineyard',2008,56,94,670,'now'
65,'Pinot Noir','Paul Hobbs','Napa Valley','California','Carneros Hyde Vineyard',2008,75,94,741,'now'
66,'Pinot Noir','Kosta Browne','Russian River Valley','California','Pinot Noir',2008,52,94,3632,'now'
67,'Pinot Noir','Kosta Browne','Santa Lucia Highlands','California','Garys'' Vineyard',2008,72,94,422,'now'
68,'Pinot Noir','Kosta Browne','Sonoma Coast','California','Kanzler Vineyard',2008,72,94,564,'now'
69,'Pinot Noir','Lynmar','Russian River Valley','California','Five Sisters',2007,100,94,147,'now'
70,'Pinot Noir','Kosta Browne','Santa Lucia Highlands','California','Pisoni Vineyard',2008,72,93,115,'now'
71,'Pinot Noir','Kosta Browne','Santa Lucia Highlands','California','Rosella''s Vineyard',2008,72,93,255,'now'
72,'Pinot Noir','Landmark','Sonoma Coast','California','Kanzler Vineyard',2008,65,93,200,'now'
73,'Pinot Noir','Lynmar','Russian River Valley','California','Valley Bliss Block',2008,70,93,152,'now'
74,'Pinot Noir','Patz & Hall','Sonoma Coast','California','Pinot Noir',2008,42,93,3103,'now'
75,'Pinot Noir','Valdez Family','Russian River Valley','California','Lancel Creek Vineyard',2007,55,93,130,'now'
76,'Pinot Noir','De Loach','Green Valley of Russian River Valley','California','Pinot Noir',2008,45,92,1467,'now'
77,'Pinot Noir','Kosta Browne','California','California','4-Barrel',2008,72,92,97,'now'
78,'Pinot Noir','Kosta Browne','Sonoma Coast','California','Gap''s Crown Vineyard',2008,68,92,690,'now'
79,'Pinot Noir','Kosta Browne','Sonoma Coast','California','Pinot Noir',2008,52,90,3554,'now'
80,'Pinot Noir','Rusack','Sta. Rita Hills','California','Reserve',2008,40,89,340,'now'
81,'Pinot Noir','Acacia','California','California','A by Acacia',2008,17,88,58231,'now'
82,'Pinot Noir','Alma Rosa','Sta. Rita Hills','California','La Encantada Vineyard',2008,43,88,591,'now'
83,'Pinot Noir','Alma Rosa','Sta. Rita Hills','California','La Encantada Vineyard Clone 667',2008,43,88,358,'now'
84,'Pinot Noir','Artesa','Carneros','California','Estate Reserve',2007,40,88,3527,'now'
85,'Pinot Noir','Robert Mondavi','Napa Valley','California','Carneros',2008,28,88,30300,'now'
86,'Pinot Noir','Pfendler','Sonoma Coast','California','Pinot Noir',2008,45,88,400,'now'
87,'Pinot Noir','Roar','Santa Lucia Highlands','California','Garys'' Vineyard',2008,50,88,710,'now'
88,'Pinot Noir','Rusack','Santa Maria Valley','California','Pinot Noir',2008,36,88,833,'now'
89,'Pinot Noir','Sequana','Santa Lucia Highlands','California','Sarmento Vineyard',2008,32,88,500,'now'
90,'Pinot Noir','Spell','Sonoma Coast','California','Pinot Noir',2008,30,88,170,'now'
91,'Pinot Noir','Twomey','Santa Barbara County','California','Pinot Noir',2008,30,88,1510,'now'
92,'Pinot Noir','Alma Rosa','Sta. Rita Hills','California','Pinot Noir',2008,32,87,4651,'now'
93,'Pinot Noir','Castle Rock','Central Coast','California','Pinot Noir',2008,13,87,36000,'now'
94,'Pinot Noir','V. Sattui','Carneros','California','Henry Ranch',2008,36,87,951,'now'
95,'Pinot Noir','Sebastiani','Carneros','California','Pinot Noir',2008,24,87,720,'now'
96,'Pinot Noir','Talbott','Santa Lucia Highlands','California','Kali Hart',2008,21,87,8000,'now'
97,'Pinot Noir','Tudor','Santa Lucia Highlands','California','Pinot Noir',2007,40,87,3965,'now'
98,'Pinot Noir','Twomey','Sonoma Coast','California','Pinot Noir',2008,50,87,1255,'now'
99,'Pinot Noir','Castle Rock','Russian River Valley','California','Pinot Noir',2008,18,86,2400,'now'
100,'Pinot Noir','Talbott','Santa Lucia Highlands','California','Sleepy Hollow Vineyard',2008,40,86,2500,'now'
101,'Pinot Noir','Greg Norman California Estates','Santa Barbara County','California','Pinot Noir',2008,15,85,25000,'now'
102,'Syrah','Chalk Hill','Chalk Hill','California','Syrah',2007,60,94,304,2001
103,'Syrah','DuMOL','Russian River Valley','California','Eddie''s Patch',2007,76,92,420,2011
104,'Merlot','Mirassou','California','California','Merlot',2007,12,86,43321,'now'
105,'Malbec','Red Rock','California','California','Reserve',2008,11,86,16281,'now'
106,'Cabernet Sauvingnon','Darioush','Napa Valley','California','Darius II',2007,225,96,698,2012
107,'Cabernet Sauvingnon','Darioush','Napa Valley','California','Cabernet Sauvignon',2007,80,94,8783,2013
108,'Cabernet Sauvingnon','Lewis','Napa Valley','California','Hillstone Vineyard',2008,130,94,180,'now'
109,'Cabernet Sauvingnon','Chimeney Rock','Stags Leap District','California','Tomahawk Vineyard',2007,115,93,958,2012
110,'Cabernet Sauvingnon','Chimeney Rock','Stags Leap District','California','Elevage',2007,78,93,1952,2012
111,'Cabernet Sauvingnon','Peter Franus','Napa Valley','California','Cabernet Sauvignon',2007,40,92,1369,2013
112,'Cabernet Sauvingnon','Turnbull','Napa Valley','California','Cabernet Sauvignon',2007,40,91,10000,'now'
113,'Cabernet Sauvingnon','Pott','Oakville','California','Neruda Brix Vineyard',2008,90,90,73,2012
114,'Cabernet Sauvingnon','Beringer','Knights Valley','California','Cabernet Sauvignon',2008,27,88,44500,'now'
115,'Cabernet Sauvingnon','Dry Creek','Dry Creek Valley','California','Cabernet Sauvignon',2007,25,87,15000,'now'
116,'Grenache','Sine Qua Non','Sta. Rita Hills','California','In the Crosshairs Eleven Confessions Vineyard',2006,200,97,202,'now'
117,'Grenache','Herman Story','California','California','On the Road',2008,36,93,398,'now'
118,'Grenache','Villa Creek','Paso Robles','California','Garnacha Denner Vineyard',2008,35,91,350,'now'
119,'Grenache','Beckmen','Santa Ynez Valley','California','Purisma Mountain Vineyard',2008,48,88,500,'now'
120,'Grenache','Bella Victorian','Santa Barbara County','California','Romeo',2006,39,87,300,'now'
121,'Grenache','Austine Hope','Paso Robles','California','Hope Family Vineyard',2009,42,87,566,'now'
122,'Grenache','Jemrose','Bennett Valley','California','Foggy Knoll Vineyard',2008,38,87,275,'now'
123,'Petite Sirah','Alta Colina','Paso Robles','California','Ann''s Block',2008,48,91,123,'now'
124,'Petite Sirah','Erna Schein','Sonoma County','California','Kick Ranch',2008,48,91,312,'now'
125,'Petite Sirah','Jaffurs','Santa Barbara County','California','Thompson Vineyard',2009,34,90,501,'now'
126,'Petite Sirah','Turley','Napa Valley','California','Hayne Vineyard',2008,75,90,350,'now'
127,'Petite Sirah','JC Cellars','Russian River Valley','California','Sweetwater Springs Vineyard',2008,35,89,340,'now'
128,'Petite Sirah','Parducci','Mendocino County','California','Petite Sirah',2007,11,85,15340,'now'
129,'Pinot Noir','A.P.Vin','Santa Lucia Highlands','California','Rosella''s Vineyard',2009,48,95,325,'now'
130,'Pinot Noir','Siduri','Santa Lucia Highlands','California','Pisoni Vineyard',2009,54,95,364,'now'
131,'Pinot Noir','A.P.Vin','Sonoma Coast','California','Kanzler Vineyard',2009,48,94,200,'now'
132,'Pinot Noir','Loring','Paso Robles','California','Russel Family Vineyard',2009,45,94,250,'now'
133,'Pinot Noir','Loring','Sonoma Coast','California','Durell Vineyard',2009,45,94,200,'now'
134,'Pinot Noir','Siduri','Santa Lucia Highlands','California','Garys'' Vineyard',2009,51,94,298,'now'
135,'Pinot Noir','A.P.Vin','Santa Lucia Highlands','California','Garys'' Vineyard',2009,48,93,300,'now'
136,'Pinot Noir','A.P.Vin','Santa Maria Valley','California','Rancho Oliveros Vineyard',2009,48,93,50,'now'
137,'Pinot Noir','Loring','Green Valley of Russian River Valley','California','Graham Family Vineyard',2009,45,93,150,'now'
138,'Pinot Noir','Loring','Russian River Valley','California','Pinot Noir',2009,29,93,600,'now'
139,'Pinot Noir','Loring','Santa Lucia Highlands','California','Pinot Noir',2009,29,93,600,'now'
140,'Pinot Noir','Loring','Santa Lucia Highlands','California','Garys'' Vineyard',2009,45,93,450,'now'
141,'Pinot Noir','Loring','Sta. Rita Hills','California','Clos Pepe Vineyard',2009,45,93,1000,2011
142,'Pinot Noir','A.P.Vin','Russian River Valley','California','Keefer Ranch Vineyard',2009,48,92,200,'now'
143,'Pinot Noir','Loring','Green Valley of Russian River Valley','California','Keefer Ranch Vineyard',2009,45,92,400,'now'
144,'Pinot Noir','Loring','Sta. Rita Hills','California','Cargasacchi Vineyard',2009,45,92,175,'now'
145,'Pinot Noir','Siduri','Santa Lucia Highlands','California','Pinot Noir',2009,29,92,1855,'now'
146,'Pinot Noir','A.P.Vin','Sta. Rita Hills','California','Clos Pepe Vineyard',2009,48,91,150,'now'
147,'Pinot Noir','A.P.Vin','Sta. Rita Hills','California','Turner Vineyard',2009,48,91,150,'now'
148,'Pinot Noir','Loring','Sta. Rita Hills','California','Rancho La Vina Vineyard',2009,45,91,125,'now'
149,'Pinot Noir','Athair','Russian River Valley','California','Pinot Noir',2008,36,90,919,'now'
150,'Pinot Noir','Clouds Rest','Sonoma Coast','California','Limited Release',2007,69,90,600,'now'
151,'Pinot Noir','Loring','San Luis Obispo County','California','Aubaine Vineyard',2009,45,90,500,'now'
152,'Pinot Noir','Loring','Sta. Rita Hills','California','Pinot Noir',2009,29,88,600,'now'
153,'Pinot Noir','Siduri','Sonoma County','California','Pinot Noir',2009,20,88,2657,'now'
154,'Pinot Noir','Castle Rock','Carneros','California','Pinot Noir',2008,14,84,NULL,'now'
155,'Syrah','Sine Qua Non','Sta. Rita Hills','California','A Shot in the Dark Eleven Confessions Vineyard',2006,200,98,442,2012
156,'Syrah','Favia','Amador County','California','Quarzo',2008,65,95,154,'now'
157,'Syrah','Roar','Santa Lucia Highlands','California','Rosella''s Vineyard',2008,40,94,140,2011
158,'Syrah','Carlisle','Bennett Valley','California','Cardiac Hill',2008,45,93,239,'now'
159,'Syrah','Herman Story','Santa Barbara County','California','Larner Vinyard',2008,36,93,135,'now'
160,'Syrah','Herman Story','Santa Barbara County','California','White Hawk Vineyard',2008,36,93,132,'now'
161,'Syrah','Zaca Mesa','Santa Ynez Valley','California','Mesa Reserve',2007,42,93,992,2012
162,'Syrah','JC Cellars','California','California','Twist of Fate',2008,55,92,206,'now'
163,'Syrah','Ramey','Sonoma Coast','California','Syrah',2008,38,92,1750,'now'
164,'Syrah','Roar','Santa Lucia Highlands','California','Garys'' Vineyard',2008,40,92,110,2012
165,'Syrah','Adobe Road','Dry Creek Valley','California','Kemp Vineyard',2007,40,91,235,'now'
166,'Syrah','Novy','Russian River Valley','California','Christensen Family Vineyard',2008,27,91,177,'now'
167,'Syrah','Ojai','Sta. Rita Hills','California','Melville Vineyards',2006,44,91,238,'now'
168,'Syrah','Joseph Phelps','Napa Valley','California','Syrah',2008,50,90,600,'now'
169,'Syrah','Red Car','California','California','The Flight',2008,55,90,394,'now'
170,'Syrah','Tensley','Santa Barbara County','California','Colson Canyon Vineyard',2009,38,90,1495,'now'
171,'Syrah','Red Lava','Red Hills Lake County','California','Syrah',2007,22,89,977,'now'
172,'Syrah','Rosenblum','Solano County','California','England-Shaw',2007,35,89,735,'now'
173,'Syrah','Eberle','Paso Robles','California','Rose Steinbeck Vineyard',2009,17,88,705,'now'
174,'Syrah','Keller','Sonoma Coast','California','La Cruz Vineyard',2007,40,88,308,'now'
175,'Syrah','Fess Parker','Santa Barbara County','California','Syrah',2008,20,88,2831,'now'
176,'Syrah','Pride','Sonoma County','California','Syrah',2008,60,88,575,2011
177,'Syrah','Red Car','Sonoma County','California','Syrah',2008,45,88,961,'now'
178,'Syrah','Rosenblum','Lake County','California','Snows Lake Vineyard',2007,25,88,486,'now'
179,'Syrah','Rosenblum','Lodi','California','Abba Vineyard',2007,25,88,450,'now'
180,'Syrah','Stolpman','Santa Ynez Valley','California','Originals',2008,38,88,950,'now'
181,'Syrah','Boheme','Sonoma Coast','California','Que Syrah Vineyard',2006,40,87,185,'now'
182,'Syrah','J. Lohr','Paso Robles','California','Gesture Limited Release',2008,30,87,514,2011
183,'Syrah','Montes','Paso Robles','California','Star Angel ',2007,35,87,3000,'now'
184,'Syrah','Rosenblum','Sonoma County','California','Kick Ranch Reserve',2007,45,87,496,2012
185,'Syrah','Stolpman','Santa Ynez Valley','California','Syrah',2008,30,87,1500,'now'
186,'Syrah','Zaca Mesa','Santa Ynez Valley','California','Syrah',2007,24,87,7651,'now'
187,'Syrah','Domaine de la Terre Rouge','California','California','Les Cotes De L''Ouest',2008,18,84,NULL,'now'
188,'Syrah','Fetzer','California','California','Shiraz',2008,9,83,NULL,'now'
189,'Zinfandel','Carlisle','Russian River Valley','California','Carlisle Vineyard',2008,43,93,325,'now'
190,'Zinfandel','Turley','Howell Mountain','California','Cedarman',2008,29,93,400,'now'
191,'Zinfandel','Turley','Napa Valley','California','Tofanelli Vineyard',2008,34,93,200,'now'
192,'Zinfandel','Collier Falls','Dry Creek Valley','California','Private Reserve',2006,32,92,300,'now'
193,'Zinfandel','Turley','Sonoma Valley','California','Fredericks Vineyard',2008,42,91,300,'now'
194,'Zinfandel','Carlisle','Sonoma Valley','California','Rossi Ranch',2008,40,90,119,2012
195,'Zinfandel','Dark Horse','Dry Creek Valley','California','Treborce Vineyard',2008,28,90,750,'now'
196,'Zinfandel','St. Francis','Sonoma County','California','Wild Oak Old Vines',2007,38,89,1900,'now'
197,'Zinfandel','Girard','Napa Valley','California','Old Vine',2008,24,88,2850,'now'
198,'Zinfandel','Sextant','Paso Robles','California','Wheelhouse',2008,20,88,3300,'now'
199,'Zinfandel','Terra d''Oro','Amador County','California','Zinfandel',2007,18,88,14000,'now'
200,'Zinfandel','Artezin','Mendocino County','California','Zinfandel',2009,18,87,15000,'now'
201,'Zinfandel','Terra d''Oro','Amador County','California','SHR Field Blend',2007,30,87,1250,'now'
202,'Zinfandel','Cameron Hughes','Lake County','California','Lot 154',2006,13,86,584,'now'
203,'Zinfandel','Rubicon Estate','Rutherford','California','Edizione Pennino',2008,45,86,2278,'now'
204,'Chardonnay','Lewis','Napa Valley','California','Chardonnay',2009,48,92,1800,'now'
205,'Chardonnay','Keller','Sonoma Coast','California','La Cruz Vineyard',2008,36,91,507,'now'
206,'Merlot','Darioush','Napa Valley','California','Signature',2007,48,89,1779,'now'
207,'Tempranillo','Four Vines','Paso Robles','California','Loco',2008,40,88,700,'now'
208,'Chardonnay','CC:','California','California','Chardonnay',2009,15,86,5000,'now'
209,'Syrah','Four Vines','Amador County','California','Bailey Vineyard',2005,38,93,440,'now'
210,'Syrah','Red Car','California','California','Twenty Two',2005,60,93,111,'now'
211,'Syrah','Herman Story','Santa Ynez Valley','California','Larner Vinyard',2005,28,92,432,'now'
212,'Syrah','Krupp Brothers','Napa Valley','California','Black Bart Stagecoach Vineyard',2005,52,91,1219,'now'
213,'Syrah','Paloma','Dry Creek Valley','California','Polomita Hamilton Vineyard',2005,45,91,250,'now'
214,'Syrah','Rosenblum','Yolo County','California','Rominger Vineyard',2005,25,91,1125,'now'
215,'Zinfandel','Four Vines','Amador County','California','Maverick',2005,24,91,2529,'now'
216,'Syrah','Chateau Potelle','Mount Vedeer','California','VGS',2004,75,90,238,'now'
217,'Syrah','Kosta Browne','Russian River Valley','California','Amber Ridge Vineyard',2004,45,90,320,'now'
218,'Syrah','Ojai','California','California','Roll Ranch Vineyard',2004,45,90,700,'now'
219,'Syrah','Whitestone','Sonoma Coast','California','Guidici Famili Vineyard',2005,55,90,200,'now'
220,'Pinot Noir','Adrian Fog','Anderson Valley','California','Savoy Vineyard',2005,75,92,440,'now'
221,'Pinot Noir','Davis Bynum','Russian River Valley','California','The Backbone',2004,75,92,117,'now'
222,'Pinot Noir','Davis Bynum','Russian River Valley','California','Laurels Estate Vineyard',2004,75,91,142,'now'
223,'Pinot Noir','Davis Bynum','Russian River Valley','California','Bynum & Moshin Vineyards',2004,50,91,314,'now'
224,'Pinot Noir','Calera','Mount Harlan','California','Jensen Vineyard',2004,60,91,1262,'now'
225,'Zinfandel','Rosenblum','Rockpile','California','Rockpile Road Vineyard',2005,35,91,3558,'now'
226,'Pinot Noir','Toulouse','Anderson Valley','California','Pinot Noir',2005,39,91,1050,'now'
227,'Pinot Noir','Calera','Mount Harlan','California','Thirtieth Anniverasry Vintage Mt. Harlan Cuvee',2005,30,90,403,'now'
228,'Chardonnay','DuMOL','Sonoma County','California','Green River Isobel',2005,60,95,558,'now'
229,'Chardonnay','Barnett','Carneros','California','Sengiacomo Vineyard',2005,29,93,1138,'now'
230,'Chardonnay','Chasseur','Russian River Valley','California','Lorenzo',2005,55,93,371,2008
231,'Chardonnay','DuMOL','Russian River Valley','California','Chloe',2005,60,92,708,2008
232,'Chardonnay','Chalk Hill','Chalk Hill','California','Chardonnay',2005,45,90,15000,'now'
233,'Viognier','Darioush','Napa Valley','California','Signature',2006,35,90,1376,'now'
234,'Marsanne','Krupp Brothers','Napa Valley','California','Stagecoach Vineyard Black Bart',2005,37,90,620,'now'
235,'Sauvignon Blanc','Sbragia Family','Dry Creek Valley','California','Home Ranch',2006,20,90,620,'now'
236,'Cabernet Sauvingnon','Hourglass','Napa Valley','California','Cabernet Sauvignon',2006,135,97,700,'now'
237,'Cabernet Sauvingnon','Dancing Hares','Napa Valley','California','Cabernet Sauvignon',2005,95,95,600,'now'
238,'Cabernet Sauvingnon','Lewis','Napa Valley','California','Reserve',2006,125,95,2000,'now'
239,'Cabernet Sauvingnon','Bucella','Napa Valley','California','Cabernet Sauvignon',2006,135,93,792,2010
240,'Cabernet Sauvingnon','Casa Piena','Napa Valley','California','Cabernet Sauvignon',2006,125,93,240,2010
241,'Cabernet Sauvingnon','The Four','Napa Valley','California','Cabernet Sauvignon',2006,75,93,310,'now'
242,'Cabernet Sauvingnon','Veraison','Napa Valley','California','Stagecoach Vineyard',2005,60,93,1232,'now'
243,'Cabernet Sauvingnon','Barrack','Santa Ynez Valley','California','Ten-Goal Happy Canyon Vineyards',2005,60,92,350,'now'
244,'Cabernet Sauvingnon','Snowden','Napa Valley','California','The Ranch',2006,40,92,1200,2010
245,'Cabernet Sauvingnon','Cade','Napa Valley','California','Napa Cuvee',2006,60,91,2200,2011
246,'Cabernet Sauvingnon','Louis M. Martini','Sonoma Valley','California','Monte Rosso Vineyard',2005,85,91,2550,'now'
247,'Cabernet Sauvingnon','PerryMoore','Oakville','California','Beckstoffer To Kalon Vineyard',2005,100,91,300,'now'
248,'Cabernet Sauvingnon','Frank Family','Rutherford','California','Reserve',2005,85,90,2400,'now'
249,'Cabernet Sauvingnon','Highlands','Napa Valley','California','Cabernet Sauvignon',2006,55,90,1000,'now'
250,'Cabernet Sauvingnon','Ilsley','Stags Leap District','California','Cabernet Sauvignon',2005,55,90,318,'now'
251,'Cabernet Sauvingnon','PerryMoore','St. Helena','California','Dr. Crane Vineyard',2005,100,90,250,'now'
252,'Chardonnay','Kazme & Blaise','Carneros','California','Boonfly''s Hill',2006,50,95,90,'now'
253,'Chardonnay','Kistler','Sonoma County','California','McCrea Vineyard',2006,75,95,3634,'now'
254,'Chardonnay','Peter Michael','Sonoma County','California','Ma Belle-Fille',2007,85,95,2780,'now'
255,'Chardonnay','Three Sticks','Sonoma Valley','California','Durell Vineyard',2006,45,95,220,'now'
256,'Chardonnay','Tor','Sonoma Valley','California','Durell Vineyard Wente Clone',2007,60,95,80,'now'
257,'Chardonnay','Failla','Sonoma Coast','California','Estate Vineyard',2007,42,94,125,'now'
258,'Chardonnay','Kistler','Russian River Valley','California','Wine Hill Vineyard',2006,75,94,3640,'now'
259,'Chardonnay','Peter Michael','Sonoma County','California','Belle Cote',2007,75,94,2500,'now'
260,'Chardonnay','Peter Michael','Sonoma County','California','Mon Plaisir',2007,80,94,1050,'now'
261,'Chardonnay','Peirson Meyer','Sonoma County','California','Untilited #3',2007,75,94,125,'now'
262,'Chardonnay','Rodney Strong','Russian River Valley','California','Reserve',2006,40,94,2448,'now'
263,'Chardonnay','Au Bon Climat','Santa Barbara County','California','Los Alamos Vineyard Historic Vineyards Collection',2007,25,93,325,'now'
264,'Chardonnay','HdV','Carneros','California','Hyde Vineyards',2006,60,93,1562,'now'
265,'Chardonnay','Kistler','Carneros','California','Hudson Vineyard',2006,75,93,1818,'now'
266,'Chardonnay','Landmark','Sonoma County','California','Damaris Reserve ',2006,40,93,2000,'now'
267,'Chardonnay','Pahlmeyer','Sonoma Coast','California','Chardonnay',2007,70,93,1620,'now'
268,'Chardonnay','Peirson Meyer','Sonoma Coast','California','Cahrles Heintz Vineyard',2007,55,93,300,'now'
269,'Chardonnay','Ridge','Santa Cruz Mountains','California','Santa Cruz Mountains Estate',2007,40,93,400,'now'
270,'Chardonnay','Shafer','California','California','Red Shoulder Ranch',2007,48,93,5500,'now'
271,'Chardonnay','Souverain','Russian River Valley','California','Winmaker''s Reserve',2007,30,93,313,'now'
272,'Chardonnay','Acacia','Carneros','California','Sangiacomo Vineyard',2007,40,92,484,'now'
273,'Chardonnay','Beringer','Napa Valley','California','Sbraglia Limited-Release',2007,40,92,5600,'now'
274,'Chardonnay','Chalone','Chalone','California','Chardonnay',2007,25,92,16801,'now'
